27.0,0.0,0.7
28.1,0.0,10.1
26.1,2.0,1.4
26.5,0,8.8
26.6,11.5,5.0
26.0,3.0,3.3
26.6,7.0,0.2
28.8,0.0,9.1
28.6,0.0,7.2
28.7,0,13.6
28.0,0,10.1
28.7,0,13.2
28.8,0,13.1
28.6,0,12.7
28.4,0,13.0
28.5,0,11.1
29.2,0,9.5
29.7,0,6.8
28.7,0,9.6
28.5,0,8.7
29.1,0,10.1
29.6,0.0,9.3
29.2,0,10.9
29.6,0,10.4
27.7,36.0,2.1
29.4,0,13.2
29.7,0,11.6
30.4,0.0,5.8
31.2,0.0,8.8
30.4,0,10.3
27.4,13.5,0.2
28.3,0,8.5
27.3,0.0,3.6
25.1,14.5,0.0
25.5,79.0,0.0
26.2,29.5,0.0
25.1,17.5,3.4
25.5,0.0,0.4
24.5,98.0,0.0
25.5,53.5,2.0
23.7,24.5,0.2
24.9,1.5,2.4
26.3,0.0,0.3
27.2,0.5,0.8
27.6,0.0,4.5
27.5,0.5,0.8
28.2,0,7.4
29.2,0,7.2
29.4,0,11.5
29.9,0,11.7
30.0,0,9.5
29.9,0,9.0
29.6,0.0,8.6
28.0,0.0,1.1
25.3,39.0,0.0
23.2,35.0,0.0
24.6,3.5,0.9
25.9,0,5.7
26.1,0,8.8
25.3,0.0,6.1
25.0,13.0,0.8
24.9,24.5,7.2
26.1,0,10.5
25.5,6.5,3.2
24.7,0.5,0.0
25.3,0,1.5
21.9,7.5,0.0
23.9,5.5,2.3
24.3,0.0,1.8
24.2,22.5,0.0
26.0,29.0,4.4
25.7,0,5.4
25.8,0,5.7
26.0,0.0,9.5
25.9,0.5,5.0
25.8,0.0,9.0
24.7,0,7.9
25.4,0,10.8
22.4,0.5,0.0
24.6,0,9.7
24.7,0.0,0.8
25.9,0,5.5
25.9,0.0,4.6
25.1,0.0,2.2
23.7,0,11.1
24.4,0,11.1
24.9,0,11.0
25.0,0,10.7
24.1,0,6.2
24.8,0,9.8
25.5,0,10.9
25.5,0,10.8
25.7,0,10.7
25.2,0.0,0.7
25.3,1.5,1.7
24.8,0,2.1
23.2,0,7.5
22.7,0,10.8
22.8,2.5,5.6
16.1,7.0,3.5
16.1,0,9.2
17.5,1.0,2.0
14.9,0.0,8.2
14.5,0,3.0
15.9,0.0,7.0
15.2,0,5.3
15.2,0,6.5
15.5,29.5,0.0
17.5,0,4.7
16.7,0,5.7
18.0,0,10.0
16.4,0,8.8
16.8,0,9.3
18.3,1.5,1.4
18.5,0.0,7.8
18.4,0,7.1
17.2,0,8.5
16.7,0,9.4
16.8,0,6.5
16.3,0,6.9
18.7,0,9.9
19.7,2.5,2.8
15.7,11.5,0.0
13.8,4.0,2.5
13.0,4.0,1.1
12.0,4.0,4.1
12.4,0,6.5
14.0,0,4.7
15.1,0,9.2
15.3,0,7.5
14.5,0,9.5
14.6,0,6.3
14.6,0,8.9
14.9,0,7.3
15.0,0,5.9
15.4,33.0,0.0
9.9,0.0,3.9
10.6,0,5.2
13.9,0.0,4.4
13.9,0.0,8.7
9.1,0.0,6.5
9.8,0,8.7
10.2,0,9.6
14.2,47.5,5.9
10.1,10.5,3.7
7.9,0,7.9
9.8,0.0,6.3
9.4,0.0,5.5
7.8,0.0,1.5
11.1,0.0,4.0
12.2,6.0,0.0
12.0,0.0,4.0
11.6,0,8.5
12.1,0,6.3
12.0,0,7.2
13.0,0.0,2.5
9.6,0.5,7.2
8.4,0,9.5
10.8,0,8.8
12.0,16.0,4.1
9.5,11.5,2.8
4.1,0.0,5.9
6.2,0,6.0
8.5,0,7.6
10.9,0,6.6
9.9,0,1.0
8.2,0,7.3
10.0,0.5,4.8
8.9,0.0,2.5
3.4,0,6.7
2.9,0,5.9
5.5,0.0,2.9
7.5,0.0,4.0
7.8,0.5,7.2
3.5,0.0,4.9
3.6,0.0,3.5
5.1,0,8.7
8.2,0.0,8.7
6.9,0.0,4.2
5.2,0.0,3.9
5.1,0.0,3.9
5.3,0.0,2.5
5.5,0,9.5
7.3,0,7.7
9.0,0,9.3
7.2,4.0,0.6
3.9,0.0,3.8
3.9,0.0,6.0
3.4,0.0,7.4
5.5,0,6.4
6.7,0.0,5.9
6.9,0,5.9
3.5,0.0,3.7
4.7,0.0,6.5
4.3,0.0,8.7
3.0,0.0,4.7
5.1,0,7.4
4.7,12.5,0.0
6.5,0.0,3.0
5.3,0,2.4
7.1,0,6.2
7.5,0,4.1
7.1,0,5.0
6.8,0,3.0
6.8,0,3.4
5.8,0,4.2
6.2,0.0,5.9
6.0,0.0,8.0
6.5,0,2.6
6.0,0.0,7.6
3.4,0,8.7
2.8,0.0,6.9
4.6,0,8.7
6.1,0.0,1.7
6.8,0,8.9
6.5,0.0,2.0
7.5,0.0,7.9
7.2,0,9.5
5.7,5.5,0.0
7.8,0,5.4
7.5,0.0,7.1
3.8,0.0,3.2
1.8,0,8.8
4.2,0,4.4
5.6,12.5,0.1
5.4,0.0,7.8
3.2,0.0,6.4
3.9,0.0,6.2
3.2,0.0,2.3
4.1,0,7.3
5.4,0,10.7
7.4,0,10.8
9.6,0.0,8.1
8.4,0,10.6
8.4,14.5,0.0
9.8,0.5,4.7
9.1,0,7.3
8.2,0,5.6
10.6,0,8.9
6.4,0.0,7.1
6.1,0,3.3
6.9,0,10.4
8.0,0,6.4
9.8,0,10.8
11.9,0,9.1
14.7,0.0,10.1
16.1,0.0,3.9
16.8,6.0,6.7
16.9,0.0,9.7
14.7,0,10.1
14.4,0.0,7.0
12.0,28.0,0.0
10.1,4.0,1.1
9.3,0.0,6.9
10.3,0,7.0
7.8,13.5,2.9
8.9,0.0,4.6
10.9,0,10.8
13.4,0,9.0
15.8,18.0,0.0
15.2,0.0,8.8
12.3,0,4.9
11.5,0,0.8
15.3,0,9.2
14.3,3.5,0.0
9.3,0.0,9.6
9.2,0,7.4
11.7,0.0,0.4
12.6,0,11.9
12.6,0,11.0
15.5,0,10.3
16.0,0.0,11.1
15.7,0,11.3
16.6,0,11.7
18.3,0,10.5
18.5,0,4.9
19.6,0,9.5
20.5,0.0,5.7
19.7,24.0,1.6
17.0,3.5,0.0
13.0,0.0,10.2
14.7,0,12.1
17.9,0.0,5.0
17.3,0,12.1
18.1,0,12.1
17.6,10.0,0.8
18.2,0.0,9.4
19.3,0,5.6
18.3,9.0,0.0
20.5,0,10.9
20.8,24.0,0.1
20.0,12.0,0.3
19.2,0,9.8
16.1,21.5,0.0
15.0,0.0,9.6
14.5,17.0,1.9
14.0,0.5,10.0
14.7,0,12.8
17.4,0,11.9
19.1,0,11.4
20.1,0,7.9
21.1,0.0,12.0
18.1,0,11.6
15.7,0.0,0.0
18.2,0,8.3
20.2,1.0,4.6
19.9,14.5,0.0
20.5,21.5,0.0
19.9,10.0,1.3
17.4,0.0,0.7
18.2,0,1.7
18.2,0,1.7
20.2,0,11.9
21.0,0,10.0
21.5,0,0.3
19.9,0.0,0.1
20.8,0.5,12.8
22.2,0.0,10.4
22.3,0,13.2
23.3,0,12.7
22.5,8.5,5.7
21.9,10.5,10.4
23.6,0.0,13.2
24.1,0,13.1
22.0,7.5,3.8
20.5,1.0,4.4
21.0,0,5.4
22.6,0,13.4
23.4,0.0,10.8
22.7,0,11.7
21.6,11.0,2.7
20.0,13.0,0.0
20.5,0.0,6.7
20.5,0.0,12.9
22.4,0,13.3
23.3,0,9.5
22.5,1.0,0.0
23.2,0,12.6
22.4,0,4.4
20.3,12.0,0.0
21.4,1.0,1.1
23.0,0.0,0.0
24.7,0.0,8.2
24.8,0.0,1.8
24.3,0,5.6
25.4,0,1.9
23.7,41.5,0.0
25.1,7.5,7.0
27.0,0.0,8.4
26.7,0,6.4
26.1,1.0,2.3
26.5,0,6.8
27.4,0,9.2
27.6,0,11.5
27.7,0,13.6
28.5,0,13.7
29.7,0,13.5
28.4,0,12.3
27.2,1.5,1.2
26.2,3.0,0.0
25.9,17.0,0.8
28.9,0.5,8.2
28.7,0,13.1
27.2,0.0,1.3
27.6,1.5,5.8
27.0,26.0,6.5
